"视频标题","视频BV号","视频AV号","作者","发布时间","评论用户名","评论内容","点赞数","评论时间","评论ID","用户ID"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","天堂铝普","海澜之家 [doge] (音乐快快端上来罢(喜)","872","2024-01-26 20:02:00","204957837440","1748959268"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","陶典典","这次前瞻我都不知道怎么形容了，从一开始到结束我的心路历程be like： 还有大的？ 卧槽还有大的？ 你总不能还有吧？ 你怎么这么疯啊！！ 别塞了别塞了吃不下了！！ 你！！还有高手？？ 要撑死了，撑..死..了......被撑死 免费20连！垂死病中惊坐起！ 动画短片？？？？？？？ 嘉年华？？？ 宝宝你真的不到一岁吗？？？？","2448","2024-01-26 20:31:07","204962364944","370910889"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","千莺知雨","我已经见不得她坠落了[墨镜]","949","2024-01-26 20:27:59","204961759808","3493078142814869"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","陶典典","这次前瞻我都不知道怎么形容了，从一开始到结束我的心路历程be like： 还有大的？ 卧槽还有大的？ 你总不能还有吧？ 你怎么这么疯啊！！ 别塞了别塞了吃不下了！！ 你！！还有高手？？ 要撑死了，撑..死..了......被撑死 免费20连！垂死病中惊坐起！ 动画短片？？？？？？？ 嘉年华？？？ 宝宝你真的不到一岁吗？？？？","2448","2024-01-26 20:31:07","204962364944","370910889"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","多-面-硬-币","？两天了 时刻保持千人在线观看 昨天前天凌晨甚至万人？ 真不眠呗[笑哭]","1152","2024-01-28 13:04:39","205209906464","194568506"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","请自行填写","才发现杰哥把这首歌的链接发在自己微博，怪不得人多的离谱[笑哭]","3324","2024-01-30 16:54:50","205550445904","35669532"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","゚゚゚゚゚三月七","1月27日 0：00    有300万播放 1月27日 17：30    有515万播放 我不好说[脸红]","2134","2024-01-27 17:30:29","205087987648","35427105"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","一季烟雨凉ノ","不敢想象米站要是不压热度这播放量得长得多恐怖[doge]","998","2024-01-27 17:27:25","205087553680","1622503202"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","民国豌豆","2.0这么多牛鬼蛇神齐聚一堂，我严重怀疑咱们到的地方真名不是匹诺康尼而是卡迪亚。[笑哭][笑哭]","2253","2024-01-26 20:06:32","204958473984","484465441"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","蓝-蓝-路-","有没有什么大神把1.*版本剧情做成电影，就用星间旅行做片头曲，求求了！[跪了]","970","2024-01-26 20:31:05","204962412496","142504607"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","-BQPI-","7AZGNB2CL77G QAHHPSKUM7N4 目前出了两个了[脱单doge]","1013","2024-01-26 20:02:25","204957941360","1014391410"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","蓝水盈","你们中文请了谁！[哦呼]","771","2024-01-26 20:15:10","204959812640","49789921"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","起名什么的真的太烦了","好家伙，QQ音乐飙升榜第一、热歌榜第二、新歌榜第一、音乐指数榜第一","824","2024-01-28 12:00:05","205200963664","483284321"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","萌新12972734号","难蚌，这就是网友们所说的米站吗，直接搜都搜不到[藏狐]","862","2024-01-29 19:44:44","205419435280","3493139375458693"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","路过的せかいの破坏者","还有这个[打call]","346","2024-01-27 00:56:39","205002383856","349977670"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","没关系的不用睡觉","杰哥刚发wb官方认证开星，真的5g冲浪笑死了","710","2024-01-30 00:32:39","205464571680","266006613"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","ASAHI-_-_","居然没有版本pv吗[哦呼]","576","2024-01-26 20:27:28","204961782208","35689654"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","成分不明蕉","我们群有人忘带钥匙了，然后[喜极而泣]","549","2024-02-13 13:29:19","207835343984","670931513"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","好多舰长","现在看来，星期日不是晕车，而是不想见冒牌货","560","2024-02-07 11:55:42","206843943504","322239731"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","凌雲雲雲","你别说，星穹铁道真的有这样的魅力，整场前瞻看下来全是乐子，一直笑不停。而且全程的弹幕都很舒服～ 我现在终于明白啊哈为什么那么强咯，任何节奏，只要我们不在意，都是乐子～","1745","2024-01-26 20:47:34","204965121104","60248744"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","匣里小星","离谱！水龙吟和轻涟都没冲进前十，你不眠之夜直接一天榜一[笑哭][妙啊]","573","2024-01-28 14:37:38","205222024896","1809422363"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","-娄台倒影入池塘-","你们别太荒谬了[笑哭]都1点了还3000+在看[笑哭]这下真不眠之夜了","634","2024-01-29 01:04:26","205312392032","546617796"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","-杯酒醉姑苏-","我感觉多数人要住在这个视频里了[辣眼睛]","388","2024-01-27 02:19:49","205008999376","22891101"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","巴索克BASOK","啊，趁现在没啥热度了，点赞超218，21号我直播玩老头环dlc[脱单doge]","453","2024-06-11 14:35:28","225782136400","1703940945"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","外碧芭卟","卧槽 1点钟有9K在线。真就不睡觉呗[笑哭][笑哭][笑哭][笑哭]","429","2024-01-27 01:02:06","205002873584","454321900"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","崩坏星穹铁道","全新匹诺康尼中文主题曲《不眠之夜》完整音频版将于1月27日0点正式上线。 欢迎开拓者前往QQ音乐、酷狗音乐、酷我音乐收听~ QQ音乐：https://y.qq.com/n3/client/pages/reserve_v2/index.html?id=2370 酷狗音乐：https://activity.kugou.com/vo-activity/4b482a50-5939-11ea-bdd6-2938438cfef4/detail.html?id=2887&chi=518 酷我音乐：https://h5app.kuwo.cn/m/uat_songReservation/details.html?id=194","41343","2024-01-26 20:55:31","204966400240","1340190821"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","若生死并无界线","现在热度已经过去了，我点赞过200直接翻唱","322","2024-08-12 17:10:39","237284160592","3494352873589152"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","纳西妲OfficiaI","还是中文版好听，不是说英文版不好听，而是中文歌词更有味道一下","501","2024-01-26 20:44:11","204964520512","438041666"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","星痕幻夢","安全？阳光？温暖？你猜我信不信？","310","2024-01-26 20:27:35","204961737808","1115409694"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","宋不亦乐","我本来还有点小遗憾这次OP刚好又没轮到星出镜，直到我看到有大佬把星的模套到了穹的动作上，我突然意识到这OP星没出场是对的，这舞有门槛只能穿裤子的人跳[笑哭][妙啊]","3201","2024-01-31 07:59:21","205644686336","508473559"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","不就是个会员嘛","🎼🎷～😎🎩～💃💃 车窗外🏎这夜色🌌流光溢彩♪🍸 别忘了😧闭上眼😲才算醒来♪📚 你参演🎭这场戏🎏变换姿态♪😜😜 谜底🃏 结局🔯 我该🧐 怎么猜🤯🤯 🎇记忆是梦的😁开场白～🎇 伤疤被掩盖📱昨日还在📸 🌠时间在静候你醒来～🌠 ⏰😎Take me away～😎⏰ 别再破碎💃💃别再枯萎🎰🥀 继续沉醉🤤自我迂回😍 最后品味🍸永恒的滋味🥂 下一场那夜的梦💤再相会🔯 越是虚伪💃💃越是完美🗡🗡 美梦入睡😪😪绝望轮回😩😩 一闭一睁👀便开始倒退🕞🕧 下一场那夜的梦🌌👊再相会😘😘 🎉🎉💃💃💃🎉🎉","639","2024-01-29 12:12:18","205355975328","22275830"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","月律戬晚","听我说！崩铁制作组他们藏了！因为这OP有四个版本！四国语言都有！去QQ音乐那看！","3869","2024-01-27 00:32:02","204999747904","262285991"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","别解释了快醒醒吧","卧槽卧槽！最爱的歌手和游戏联动了，我杰哥，我疯了，我要疯了啊啊啊啊！啊！谁懂啊！！！！！[大哭][大哭][大哭][大哭]","359","2024-01-26 20:10:07","204959078272","18643269"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","cn-游浩贤","健康，阳光，快乐…… 我要是没玩过的乐土不认识烧鸡老师我就真信了[笑]","402","2024-01-26 20:29:03","204961978432","272838987"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","胀又不胀","真的很有张杰未live专辑里《做梦》这首歌的感觉","319","2024-01-26 20:30:05","204962197296","98088832"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","云之念丶","热度过了吧，都多久了，点赞过100激情翻唱[脱单doge]","271","2024-07-27 07:28:14","233889343792","349549109"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","day那么无奈","虽然都好听但是张杰的天赋真的无敌，四个版本停下来高音这哥们独一档[笑哭]","604","2024-01-27 01:36:29","205006058448","13316777"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","伍梓期","？你好像一位故人","302","2024-01-26 20:03:57","204958258912","435504511"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","华冬春萤","热度过了吧，都多久了，点赞过100激情翻唱[脱单doge]","276","2024-07-27 21:50:24","234039701040","3461562830424680"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","顾南山南下東山","好喜欢这流光溢彩！","275","2024-01-26 20:01:40","204957820608","19849344"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","十九的月亮特别圆","点赞过50我就做顶针版本的[doge]已经有灵感了[傲娇]","423","2024-02-03 19:00:38","206220780976","669433680"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","迷茫的草履虫-","xdm看大家都在整活那我也整一个，点赞过一百就翻唱[脱单doge]","246","2024-07-07 18:58:19","230165189424","1787338680"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","没关系的不用睡觉","传下去，杰哥说演唱会要唱这首的Live版","267","2024-01-30 19:27:42","205574500352","266006613"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","゚崩坏3第一偶像薇塔","流萤不会只是主角梦中的角色吧 加上编剧是烧鸡 我感觉这篇主线最后流萤大概率会没（","255","2024-01-26 20:50:20","204965539376","511089955"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","凤迹先生","流萤碎了，黄泉哭了，多么温暖而阳光啊[墨镜]","231","2024-01-26 21:32:56","204972438048","646375833"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","坡亚","再次重温，流萤说她尝试了十一次都失败了，而这条长廊前面正好有十一个男主，只有最后第十二个男主进入了下一个阶段[doge]","102","2024-04-02 07:43:02","215027829440","1114863532"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","等待mhy道歉的米游伥","我靠？！有刀？！ 你别最后告我这里的流萤只在梦中存在啊！","238","2024-01-26 20:25:34","204961355968","10896289"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","未来fg","话说回来，实机萨姆战萨姆不是正常的红色火焰吗，耶佩拉叛乱pv里也是红色火焰，和黄泉对a的时候那绿色的光焰尾翼怎么那么像流萤的配色啊","263","2024-01-27 10:14:10","205031180064","33585954"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","春枝青","前半段感觉英文也不错，不过到了高音的地方张杰唱的赢麻了","191","2024-01-26 22:59:19","204986599520","16575117"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","浅唱魔音","这流萤越看越有绘梨衣的感觉[辣眼睛]但是咱的球棒不至于慢一步吧。。。不会吧？[辣眼睛]","253","2024-01-26 23:29:07","204991245840","301435696"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","新号别搞111111","应该没热度了吧……点赞过十我就翻唱[妙啊]","201","2024-07-29 13:03:34","234355409744","408799620"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","甘之若饴の刘伟奇","[抱拳]","98","2024-02-08 18:29:24","207083135808","1326219464"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","云石bibibi","给各位朋友们看看明目张胆的买播放量是什么样子的。（图是刚截的，视频刚发那几天更假） 米哈游的游戏现在在哔站被压热度很久了，除非给超过正常宣发很多的大钱，比如这不眠之夜昨天你都搜不到官方视频二创却在前排，还会缩减推送和不上首页等。哔站的播放量现在已经可以明目张胆的买了，王者荣耀/白荆回廊，一个三个半小时长度无分P视频很快就一千万播放，俩千评论后来涨了弹幕，一个700W播放现在还是2000弹幕评论。","133","2024-01-28 19:36:42","205263200272","51922021"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","aoeas666666","没人是吧？点赞过五十我翻唱[doge] 赌我一个小保底，没做到就角色池歪掉[doge]","185","2024-07-22 11:10:44","232900673840","393857238"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","多喜多喜多郁代","00:42 那一段男主一共出现了十二次，2.1剧情里，流萤说受到了11次阻拦，真的细啊米桑[笑哭]","92","2024-04-05 12:51:38","215501698112","101162064"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","暖言瞄猫","我不信现在还能有热度，点赞20翻唱","361","2024-08-11 13:53:37","237056728304","3493272282466818"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","NotAngry13","肯定没热度了，要是能过100赞唱不眠之夜[脱单doge][妙啊][吃瓜]。别赞要脸哈哈哈[辣眼睛][辣眼睛]不好听","165","2024-07-23 19:35:22","233187812912","3546671420017635"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","昭衢","点赞过100翻唱（跟风.jpg","162","2024-07-27 00:15:59","233859519024","1400727298"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","十三月的梦呓","？电表倒转了？刚刚不是790w？怎么还少了？[妙啊]我眼花了？","156","2024-01-28 19:23:07","205261026752","277689039"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","天空舞さん","热度肯定过了，点赞过100点赞的翻唱。[doge][doge][doge]","153","2024-07-14 20:17:36","231448103216","384698520"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","充大会员就剁手","家人们来看乐子[doge]","183","2024-01-29 08:44:52","205332482032","498390343"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","-不凌雨-","最开始从更新前就有的任务标题『是谁杀死了......』猜的是知更鸟死了，结果做到后面发现是流萤死了，结果做到最后发现原来是两个都死了......[墨镜]","181","2024-02-06 16:12:58","206706366592","1065988205"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","闪烁的泪水化为繁星","演唱会没听到中文版，所以特意过来听一遍，我说的对吗[脱单doge][脱单doge]","158","2024-05-01 21:01:44","219411903856","31644925"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","晚雪chachazi","现在热度肯定过去了，点赞过五十直接翻唱[脱单doge][脱单doge]","141","2024-07-21 19:38:12","232793847024","3494370860862353"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","银会长OVO","张杰：你们怎么想到让我来的 官方：我们这个游戏只是擅长玩梗…[doge] 张杰：什么梗啊？ 官方：我们在宇宙中旅行…… 张杰：……[捂脸]","20075","2024-01-27 00:58:03","205002657008","175536901"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","xiaox桑","热度过去了应该没人看到了吧，点赞过500直接倒立翻唱[doge]","132","2024-07-22 17:29:59","232964976000","663944277"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","欧了个超级大耶","不可能有人在看了吧？[妙啊]点赞过50就唱","134","2024-07-28 17:14:38","234193503232","1944512683"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","御坂00391号","烧鸡编剧，姬子带队，流萤消散，黄泉流泪，萨姆翅膀和闭眼，还有歌词，我已经开始汗流浃背了[藏狐]","336","2024-01-26 21:27:45","204971610080","382434651"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","aueyuy","感觉有问题，直接搜不眠之夜没有官方视频，点个播放最多才出现。。","155","2024-01-29 20:11:00","205423673600","1212780912"
"《崩坏：星穹铁道》OP：「不眠之夜」","BV1me411n7eu","241638384","崩坏星穹铁道","2024-01-26 20:00:00","不存在的路人丁","好家伙，去了qq音乐才知道有四个版本： 看到个评论挺有道理： 中版-爷对流萤 英版-流萤对爷 韩版-爷自述 日版-流萤自述","205","2024-01-27 11:38:02","205041546160","406271034"
